"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"ONONDAGA","421001060005","EAGLE HILL MIDDLE SCHOOL","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","Proficient",3.667,2.333,0.667,0,2.333,1.333,11,83.333,1,9.333,50.333,7,1.667,18.333,649.667,0,11.957,25.059,110872.783,120407.901,91.721,0,0.00313128939215896,0.0227317594274116,25089
"QUEENS","342700010323","SCHOLARS' ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Proficient",40,10.667,0,1,18.333,18,22,40.333,0,3,58,50.333,0,33,1286.333,7.333,22.178,21.84,113155.182,20220156.258,92.082,0,0.00464932850969108,0.0126289441911748,8461961
"LIVINGSTON","241001060004","DANSVILLE PRIMARY SCHOOL","DANSVILLE CENTRAL SCHOOL DISTRICT","Proficient",47.667,7,2,0,1,4.667,0,92,2,18.333,46.667,58.667,0,18.667,211.667,0,6.048,21.341,104754.531,137796.85,89.56,0,0.00101203924360125,0.0131131812695367,10050
"KINGS","331400861007","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1",NA,"Proficient",69.667,8,3,1,71.333,24.333,1,1.667,1,12.667,49.333,61.333,7.667,27,343,3,12.549,30.827,118878.997,60667.638,96.452,1,0.00627668927886969,0.014459509017006,8476545.76933299
"NASSAU","280203030012","MEADOWBROOK ELEMENTARY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",17.333,4.667,9.333,0,2.333,24.667,20.667,51.333,1,18.667,47.333,22.667,1,23,358,0,11.674,26.5,118650,508444.134,85.07,0,0.00141715697438313,0.0106720145400836,51767
"NASSAU","280407030013","GREAT NECK SOUTH MIDDLE SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Proficient",8.333,4,4.333,0,2,6,53,37.667,1.667,13,46.667,13.333,1.667,21,787.333,1.333,9.68,24.9,153606,266704.064,98.012,0,0.00141715697438313,0.0106720145400836,45310
"WESTCHESTER","661402020004","BRIARCLIFF MIDDLE SCHOOL","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Proficient",0,0.333,0,0,1,5,11,82.333,0.667,8,46.333,0.333,0.667,20.833,352.333,2.333,13.38,30.6,251659,147823.084,98.886,0,0.00217533730418714,0.0107248132278337,7636
"QUEENS","342600010074","JHS 74 NATHANIEL HAWTHORNE","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",35,13,4.333,0,5.333,9.667,65.333,18.333,1,15,48,48,0.333,30.917,1044.333,9.667,18.322,23.343,123970.847,24905707.948,83.621,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280223030002","MANDALAY SCHOOL","WANTAGH UNION FREE SCHOOL DISTRICT","Proficient",5,1,1,0,0.333,6,3.667,87.667,1.667,7.667,51.667,8.333,0,21.333,227.667,0,13.939,23.162,167992.866,310950.22,94.888,0,0.00141715697438313,0.0106720145400836,17249
"KINGS","332100010098","IS 98 BAY ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",48,11,1.333,0,3.667,9,29,57,1,8.333,54,59.333,0,29.917,1434,18,20.883,30.761,162133.498,18137978.382,86.277,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","343000010069","PS 69 JACKSON HEIGHTS","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",50.333,2.333,18.667,0.667,0.667,41.333,48,8.333,0.667,10,49.667,52.333,0,28.333,943.667,0,15.22,19.436,80969.632,27562551.395,86,0,0.00464932850969108,0.0126289441911748,8461961
"ONEIDA","411501060003","HUGHES ELEMENTARY SCHOOL","NEW HARTFORD CENTRAL SCHOOL DISTRICT","Proficient",6.667,1.667,0,0,1,4.333,6.667,85.667,2.667,7,49.333,9,0,20,426.667,0,12.929,29.073,169914.386,105771.094,93.077,0,0.00259900883800428,0.0207680217128035,17543
"KINGS","331300860901","LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL",NA,"Proficient",72.667,11.667,1.667,0.667,88,9,1,0.667,1,11.333,51,79.333,4.333,20.711,611.667,36.667,10.309,29.654,148812.934,34020.163,90.174,1,0.00627668927886969,0.014459509017006,5248440.2364341
"QUEENS","342500010193","PS 193 ALFRED J KENNEDY","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",29.333,9.333,11.667,0,1,18.333,23.667,56,1,15.667,50,39.333,0,29,379,9,11.722,28.726,112345.674,68627601.583,92.359,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331700011590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",60.667,11.333,0.667,0.667,90.333,4,2.667,0.333,1.667,4.333,54.667,72,0.333,27.556,1249.667,11,21.423,20.63,189838.528,20813439.05,84.12,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342600010041","PS 41 CROCHERON","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",29,8.333,5.667,1,2.333,18.667,44.333,32.333,2,15.333,49,37.333,0,28,451.333,1.333,12.089,36.455,81807.63,57628938.7,92.947,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280515030002","GEORGE A JACKSON SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",3,0.333,4,0,2.333,2.667,58.667,36,0.667,14,45.333,3.667,0,20.333,374,0,9.048,33.51,162520.534,279275.401,89.883,0,0.00141715697438313,0.0106720145400836,17605
"WESTCHESTER","660412020003","CLARK ACADEMY","GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT","Proficient",31.667,0.667,3.333,1.333,52.667,21.333,0.333,23.667,0.667,97.667,37,37,48.667,5.5,53.333,5,2,24.687,62544.661,467737.5,90.75,0,0.00217533730418714,0.0107248132278337,5859936.23420763
"SUFFOLK","580206020004","PORT JEFFERSON ELEMENTARY SCHOOL","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","Proficient",8,2.333,2.333,0,0.667,8.333,6.333,79.333,5,16,47.667,11,0.333,19.667,390.333,0,8.739,30.3,152040,94173.356,89.738,0,0.00122526082516204,0.0147749527744588,7576
"NASSAU","280502060012","SOUTH WOODS MIDDLE SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.667,0.333,1.667,0,0.333,3.333,31,63.333,1.333,12,48.667,5,0.667,19.833,710.667,0,9.31,24.647,202646.896,289056.754,94.795,0,0.00141715697438313,0.0106720145400836,34149
"WESTCHESTER","660406030001","GREENVILLE SCHOOL","EDGEMONT UNION FREE SCHOOL DISTRICT","Proficient",0,0,2.667,0,1.333,6.333,33.333,54.333,4.667,13.333,51,0,0,19.333,420,0,10.588,32.17,91459.601,120016.667,96.167,0,0.00217533730418714,0.0107248132278337,7476
"WESTCHESTER","662001030005","QUAKER RIDGE SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1,0,1,6,13.667,73.667,5.667,9,45.667,0,0,20,380.667,0.667,10.876,19.478,141055.149,366677.758,90.441,0,0.00217533730418714,0.0107248132278337,18342
"ORANGE","441201060006","MONROE-WOODBURY HIGH SCHOOL","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","Proficient",12,3,1,0,8,18.333,6.333,66.667,1,13,49.333,16.333,3.333,26.917,2284.333,0.667,15.263,19.656,88386.919,69640.449,84.382,0,0.00233466758097182,0.0177236991085525,37191
"KINGS","331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",81,7.333,28,0,4,77.667,5.667,12,0,29.667,48,88,0,23.667,456.667,11.333,9.786,15.628,177652.524,56955900,90.439,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280221030003","WATSON SCHOOL","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","Proficient",15.333,1.667,2.333,0,9.333,15.333,1.333,71.667,2.667,15.333,50.333,18.333,0,22.333,240.333,0,10.924,14.5,153563,442314.84,87.209,0,0.00141715697438313,0.0106720145400836,22409
"QUEENS","342800011680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",56.667,13.333,0.667,2.667,38.333,12.333,43,3.333,0.667,8,59,70.333,0,20.667,769.333,29.333,20.425,30.497,99669.025,33808311.525,82.867,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010115","PS 115 GLEN OAKS","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",34.333,9.667,6,1,5.667,13,68.667,10,2,11.667,49,43.667,0,28.667,506.667,5.333,12.16,21.916,112018.101,51335251.974,85.946,0,0.00464932850969108,0.0126289441911748,8461961
"WASHINGTON","641301060001","HUDSON FALLS HIGH SCHOOL","HUDSON FALLS CENTRAL SCHOOL DISTRICT","Proficient",32,6.667,0,0,1.333,1,1,94.667,1.333,13.667,50.667,46.333,9,21.067,639,3,14.86,29.013,123007.375,61879.499,88.98,0,0.00124549747858801,0.00906427599455695,15349
"WASHINGTON","641401040001","PUTNAM CENTRAL SCHOOL","PUTNAM CENTRAL SCHOOL DISTRICT","Proficient",51,2,0,0,0,0,0,100,0,13.667,40.667,53.333,0,5.667,20,0,3,19.283,136913.496,95600,92.669,0,0.00124549747858801,0.00906427599455695,781
"HERKIMER","211003040004","DOLGEVILLE MIDDLE SCHOOL","DOLGEVILLE CENTRAL SCHOOL DISTRICT","Proficient",50,10.667,0,0,0.333,0,0,99.667,0,17,50.333,62.667,4.333,16.833,276,0,11.662,17.384,100307.689,60576.087,93.28,0,0.00191950659240379,0.0154504547027912,5848
"WESTCHESTER","660405030003","CONCORD ROAD ELEMENTARY SCHOOL","ARDSLEY UNION FREE SCHOOL DISTRICT","Proficient",4,1.333,3.333,0,4,13,18.333,63,2,13,45.667,6.333,0.333,22,589.667,0,10.167,24.779,67727.371,96856.416,85.576,0,0.00217533730418714,0.0107248132278337,9553
"QUEENS","342500010079","PS 79 FRANCIS LEWIS","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",38,13.667,7.333,1,1,19,43.667,35.333,1,14.667,47.667,51.667,0,28,820.333,1.333,14.737,29.934,181617.88,31706453.881,92.207,0,0.00464932850969108,0.0126289441911748,8461961
"BRONX","320700860981","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1",NA,"Proficient",76.667,8.667,7,0.333,54.667,41.333,1,0.667,1.333,13,47,84,10.667,28,435.333,3.667,12.558,18.04,49128.146,47800.153,87.623,1,0.00911660408481436,0.0160715764710795,6532346.46617719
"BRONX","320900860980","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2",NA,"Proficient",79.333,8,8,0,61.333,36.333,1,1,0,14,45.667,72.333,6.667,28.667,443.333,12,12.667,14.246,126829.653,46937.594,85.87,1,0.00911660408481436,0.0160715764710795,4027821.74100545
"BRONX","321200861026","CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL",NA,"Proficient",81,3.333,11,1.333,42.333,51.667,1,1.667,1,19.667,49.667,84.333,5,22.333,207.667,21,11.327,34.69,111272.099,100203.852,87.494,1,0.00911660408481436,0.0160715764710795,183697.719334283
"KINGS","331500010447","MATH AND SCIENCE EXPLORATORY SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",17.667,3.333,0.667,0,19.333,18.667,8.333,51.667,2,20.333,47,21,0.5,29.333,518,16.333,10.571,40.321,38973.669,50212086.873,88,0,0.00627668927886969,0.014459509017006,8461961
"SARATOGA","520302060005","TESAGO ELEMENTARY SCHOOL","SHENENDEHOWA CENTRAL SCHOOL DISTRICT","Proficient",5.333,1.333,2.667,0,2.333,4,22.667,68.333,3,9,50,7.667,0,23,405.667,0,15.025,28.562,90213.945,376308.956,92.917,0,0.00100120482463355,0.0119477701852585,65285
"NASSAU","280220030003","WAVERLY PARK SCHOOL","LYNBROOK UNION FREE SCHOOL DISTRICT","Proficient",3,0,0,0,1,10.667,3,85.333,0,7,51.667,4.667,0.5,20.667,212,0,14.133,34.608,215680.682,355542.453,83.47,0,0.00141715697438313,0.0106720145400836,17654
"KINGS","331600860938","EXCELLENCE GIRLS CHARTER SCHOOL",NA,"Proficient",61.667,8.333,2,0.667,86,9.667,1.667,1,1,9.667,99.333,77.333,4,29,510,18.333,13.54,11.01,68567.71,40801.961,82.305,1,0.00627668927886969,0.014459509017006,5362467.59448916
"SUFFOLK","580901020001","REMSENBURG-SPEONK ELEMENTARY SCHOOL","REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT","Proficient",9.667,2,2.667,0,3.333,10,1,84.667,0.667,14.667,50.333,12.333,1,20,135,1.333,5.625,17.796,156782.983,89770.37,86.6,0,0.00122526082516204,0.0147749527744588,1481
"CLINTON","091200010006","PLATTSBURGH SENIOR HIGH SCHOOL","PLATTSBURGH CITY SCHOOL DISTRICT","Proficient",38.667,5.667,0.333,0,8.333,0.667,3,86.667,0.667,19.667,48,49.667,7,22.25,556,5,11.347,16.173,127405.394,71422.662,94.556,0,0.00138641801116496,0.0153806514937734,19820
"QUEENS","342600010213","PS 213 CARL ULLMAN SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",36.667,13.667,10,0,6.333,12.333,69,10.333,2.333,11.333,49.333,51,0,26,307,14.333,10.709,31.955,106700.872,84722674.267,88.923,0,0.00464932850969108,0.0126289441911748,8461961
"BRONX","321100860982","ICAHN CHARTER SCHOOL 5",NA,"Proficient",56,19.667,2.667,0,52.333,34.333,5,7.667,0.667,9.333,49,67.333,1,18,176,7.667,10.154,21.427,79995.788,118232.955,78.165,1,0.00911660408481436,0.0160715764710795,3680977.29199681
"WESTCHESTER","660406030003","EDGEMONT JUNIOR-SENIOR HIGH SCHOOL","EDGEMONT UNION FREE SCHOOL DISTRICT","Proficient",0,0,1,0,2,7,29,57.333,5,12.667,47,0,0.667,21.595,910,0,12.026,15.037,108988.765,55392.308,94.014,0,0.00217533730418714,0.0107248132278337,7476
"SUFFOLK","580504030003","SUNRISE DRIVE ELEMENTARY SCHOOL","SAYVILLE UNION FREE SCHOOL DISTRICT","Proficient",6.667,1.667,0,0,1,6.333,0.333,90.667,1.667,15,51,8,0,22,364.667,0,11.763,12.575,47297.448,230602.377,92.11,0,0.00122526082516204,0.0147749527744588,18261
"WESTCHESTER","662300010047","PEARLS HAWTHORNE SCHOOL","YONKERS CITY SCHOOL DISTRICT","Proficient",32.667,6.333,2.333,0,12.667,38.667,19.667,25,4,6.333,57,39,1.333,25.267,841,0,16.277,23.093,62985.262,682092.747,97.27,0,0.00217533730418714,0.0107248132278337,199725
"WESTCHESTER","660303030003","BRONXVILLE ELEMENTARY SCHOOL","BRONXVILLE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1,0,1,6.333,7,80.667,5.667,8,46.333,0,0,21.667,647.333,0,11.77,44.934,152988.852,70983.522,88.936,0,0.00217533730418714,0.0107248132278337,6395
"NASSAU","280502060003","BERRY HILL ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2,0,2.667,0,0.667,2.333,22.333,73.333,1.333,11.333,50.333,3.667,0.333,21.667,341.333,0,10.449,22.287,132100.061,601825.195,93.406,0,0.00141715697438313,0.0106720145400836,34149
"KINGS","332000010247","PS 247","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",54.667,2.333,23.333,0,1,13.667,47.333,38,0,18.667,51,57.333,0,27,652.333,0.667,11.649,14.558,59786.585,39872040.368,88.688,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332200010234","JHS 234 ARTHUR W CUNNINGHAM","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",54.333,9.667,8.667,0.333,16.667,11.667,26,44,0.333,11.667,47.667,64,1,33.75,1921,4.333,18.895,18.176,207219.653,13539750.651,83.637,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","661601030004","SIWANOY SCHOOL","PELHAM UNION FREE SCHOOL DISTRICT","Proficient",0.333,0.667,0,0,1,8.333,5.333,80.333,4.667,9.667,48.667,0.667,0,21.667,240.667,0,13.623,27.572,180836.543,274562.327,91.811,0,0.00217533730418714,0.0107248132278337,12560
"NASSAU","280406030003","MUNSEY PARK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",4,0,0,0,3,5.667,14.667,75.333,1.333,8.333,47,4.667,0.667,21.333,762,0,12.225,37.229,133349.977,112610.236,92.656,0,0.00141715697438313,0.0106720145400836,15763
"QUEENS","342500010209","PS 209 CLEARVIEW GARDENS","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",24.667,11,5.667,0.667,1,17.667,38.667,39.667,3,18.333,49,35.667,0,26,501.667,5,13.087,9.607,174068.973,51846899.003,89.314,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010105","PS 105 BLYTHEBOURNE (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",70,0.667,52.667,0,0,4,92.667,3,0,8.667,48,70.667,0,25.333,1463.667,0.333,15.247,27.98,135811.836,17770344.568,86.635,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342400010007","PS 7 LOUIS F SIMEONE","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Proficient",79,9.333,58,0,0.333,35.333,62,1.667,0,13.667,47,88.333,0,26,792.333,1,11.16,28.841,59972.717,32826917.543,88.81,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",51.333,12.667,2.333,0,1,5,71,23.333,0,8.667,50,63.667,0,28.833,963.667,14.667,17.957,38.562,137428.91,26990516.43,89.188,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","320700861028","FAMILY LIFE ACADEMY CHARTER SCHOOL II",NA,"Proficient",89,11.333,13.667,0,31,68.667,0,0,0,13,49.667,97,0,25.667,152.667,0,13.471,20.75,16733.137,136303.493,88.007,1,0.00911660408481436,0.0160715764710795,4502129.22286973
"WESTCHESTER","660301030003","GREENVALE SCHOOL","EASTCHESTER UNION FREE SCHOOL DISTRICT","Proficient",0,0,6.667,0,1.333,7,14.333,72.667,5,10.333,49,0,0.5,24.333,573.333,0,18.105,25.265,106936.966,150293.023,90.432,0,0.00217533730418714,0.0107248132278337,18270
"QUEENS","343000010300","30TH AVENUE SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",22,3.5,3.5,1.5,6,7,44.5,31,10,9,50.5,26,0,23,126,16.5,12,24.452,118770.594,206427468.254,83.778,0,0.00464932850969108,0.0126289441911748,8461961
"BRONX","321200860898","SOUTH BRONX CLASSICAL CHARTER SCHOOL",NA,"Proficient",71.667,6.667,8,0,40.667,56.333,1.333,1,0,10,52.667,88,15.667,19.667,307.333,9.333,7.88,42.01,154473.114,67708.243,97.368,1,0.00911660408481436,0.0160715764710795,3287430.55599354
"HAMILTON","200401040001","INDIAN LAKE CENTRAL SCHOOL","INDIAN LAKE CENTRAL SCHOOL DISTRICT","Proficient",28,9.667,0,0,1,1,1.333,96,1.333,9.333,47.667,44,2.667,7.582,104,0,4.875,30.788,87471.907,51586.538,91.545,0,0.000723866297636789,0.0101767085373643,1032
"QUEENS","342600010221","PS 221 NORTH HILLS SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",25.667,13.667,6.667,0,2.667,12,64.333,20,0.333,15.333,48,39.667,0,25.667,509.667,0.667,13.412,33.683,133463.366,51033082.407,91.135,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580201060006","WILLIAM SIDNEY MOUNT SCHOOL","THREE VILLAGE CENTRAL SCHOOL DISTRICT","Proficient",5.333,2.333,3.333,0,1.667,6,15.667,74,2,8.667,51,7.333,0,22.667,553.667,0,13.958,23.412,73007.595,322847.682,92.381,0,0.00122526082516204,0.0147749527744588,45708
"WESTCHESTER","661004060001","DOUGLAS G GRAFFLIN SCHOOL","CHAPPAQUA CENTRAL SCHOOL DISTRICT","Proficient",3,0,2.667,0,0.667,5.667,12.667,77,4.333,7.667,46,3.333,0,20.667,352.667,0,11.137,8.225,175568.248,335430.057,96.143,0,0.00217533730418714,0.0107248132278337,16627
"QUEENS","342500010294","BELL ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",35.667,12.333,2.667,0,4.333,24,32.667,38.667,0.333,19.333,52.333,48,0.333,30,367.667,21,15.986,31.387,20410.571,70743048.957,83,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280406030004","SHELTER ROCK ELEMENTARY SCHOOL","MANHASSET UNION FREE SCHOOL DISTRICT","Proficient",5,1.333,4.667,0,2.333,7.333,22,66.333,2.333,12.667,46,7.333,0.333,21.667,676.333,1.333,10.352,46.203,131719.397,126873.829,91.667,0,0.00141715697438313,0.0106720145400836,15763
"QUEENS","342800010101","PS 101 SCHOOL IN THE GARDENS","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",14.667,4,5.333,0.667,2.667,13.667,30.333,46,6,11.333,49.333,19,0,28.667,494,0,14.673,19.828,182550.767,52651540.486,83.9,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","581004020001","FISHERS ISLAND SCHOOL","FISHERS ISLAND UNION FREE SCHOOL DISTRICT","Proficient",0,0,0,0,0,1.667,1,96.667,0,15.333,52.333,0,6,7.829,68,8,4.857,36.4,168840,53058.824,96.125,0,0.00122526082516204,0.0147749527744588,303
"NASSAU","280517030002","DUTCH LANE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",25.667,4.667,10.667,1,1,25,33,38.667,1.333,22,45,33,0,18,189,0,8.463,27.305,84534.625,638005.291,92.862,0,0.00141715697438313,0.0106720145400836,41387
"TOMPKINS","610600010011","NORTHEAST SCHOOL","ITHACA CITY SCHOOL DISTRICT","Proficient",18.333,9.667,16.333,0.667,7,3.333,34.667,44.333,10.667,8,45.333,31.333,0,19.333,302.333,0,9.547,31.94,146806.229,382600.882,91.5,0,0.00121801511489623,0.0209556143783328,67706
"BRONX","321100860948","ICAHN CHARTER SCHOOL 4",NA,"Proficient",63,9.333,3.667,1,62.667,33,1,1,1.667,10.333,53.333,76,0,21.4,248.667,5,11.134,33.611,100148.227,83682.306,79.48,1,0.00911660408481436,0.0160715764710795,10165992.9201332
"NASSAU","280515030006","JERICHO MIDDLE SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",3,0,3,0,2.333,3,46.333,48,0.333,13,46.333,3,1.667,21.167,682.667,0,10.291,17.812,86003.69,153001.465,97.279,0,0.00141715697438313,0.0106720145400836,17605
"WESTCHESTER","661402020001","TODD ELEMENTARY SCHOOL","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Proficient",0.333,0,1,0,2,8,14.333,73.667,2,7,45,0.667,0,21.667,508,0,12,30.6,251659,102525.591,91.854,0,0.00217533730418714,0.0107248132278337,7636
"WESTCHESTER","660301030005","EASTCHESTER MIDDLE SCHOOL","EASTCHESTER UNION FREE SCHOOL DISTRICT","Proficient",0,0,4,0.333,2,11.333,12,72,2.667,14.667,48,0,1,22.333,723.667,0,14.377,11.445,198155.513,119071.396,97,0,0.00217533730418714,0.0107248132278337,18270
"BROOME","031601060028","VESTAL HILLS ELEMENTARY SCHOOL","VESTAL CENTRAL SCHOOL DISTRICT","Proficient",19,2.667,3.333,0,2.667,3,17.667,72,3.667,7,49,23.667,0,19.333,266.333,0,11.254,28.331,99534.622,247866.083,92.847,0,0.00300636839412101,0.0278679305505596,32071
"SCHENECTADY","530301060001","BIRCHWOOD ELEMENTARY SCHOOL","NISKAYUNA CENTRAL SCHOOL DISTRICT","Proficient",6,0.333,2.667,0,2.667,3,22.333,67,5.667,11,51,7,0.333,22,228.333,0,12.232,26.626,82338.047,298913.869,92.114,0,0.00426749329975136,0.0271962284865511,23579
"KINGS","332100010101","PS 101 VERRAZANO (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",55,2.333,17.667,0,1,17.667,52.667,28.667,0.333,19.667,46.667,57.333,0,26.667,761.333,0,12.413,35.242,130244.513,34163565.236,87.587,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280409030004","SEARINGTOWN SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",5.333,1.333,12.333,0,0,4.667,61.333,32,1.333,16.333,47.333,7.333,0,22.667,397.333,0,8.83,28.103,135803.06,260806.208,92.75,0,0.00141715697438313,0.0106720145400836,25367
"ERIE","140203060015","TRANSIT MIDDLE SCHOOL","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","Proficient",6.333,1.667,1,1,1.333,2,15.667,76,3.667,8,49.667,10,0.667,23,985.667,0.333,14.285,27.942,165947.642,166485.289,82.658,0,0.0041347794072196,0.0247089073220775,74637
"KINGS","332000010069","PS 69 VINCENT D GRIPPO SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",93,4,55.333,0,0,6.667,86.333,6,0,12.667,47.333,97,0,29.333,746.667,0.667,13.659,25.881,143466.076,34834635.268,89.077,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280211030007","SCHOOL 9E-BOARDMAN ELEM SCHOOL","OCEANSIDE UNION FREE SCHOOL DISTRICT","Proficient",3.667,1,1.667,0,1.333,7,3.333,87,1.333,9.333,50.333,5.333,1,19,315.333,0,13.912,44.357,122644.341,453215.645,87.034,0,0.00141715697438313,0.0106720145400836,35487
"NASSAU","280521030003","CHARLES CAMPAGNE SCHOOL","BETHPAGE UNION FREE SCHOOL DISTRICT","Proficient",9.667,2.667,4,0,1,17.333,13.333,66.333,2.333,9.667,49,14.333,1,20.333,310,0,11.481,21.952,179706.126,251725.806,93.329,0,0.00141715697438313,0.0106720145400836,18754
"QUEENS","342600010266","PS/IS 266","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",36,12,2.667,1,11.333,20.667,44.667,21.667,0.667,17.333,47.667,47.667,0.667,28.267,583,3,14.336,27.195,125550.088,44613826.758,83.425,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010173","PS 173 FRESH MEADOW","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",46,13,11,0.333,1,11,58,27.667,1.667,14.667,48.667,59,0,29.667,766.333,2.667,14.551,27.95,134387.398,33940662.462,88.569,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","333200860906","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL",NA,"Proficient",69.333,9.667,7,0,41.667,56.667,1,0,0,15.333,49.667,86.333,12,29.722,921,11,12.446,38.826,197787.503,22593.92,83.211,1,0.00627668927886969,0.014459509017006,6432750.58536534
"WESTCHESTER","662300860862","CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE",NA,"Proficient",72.333,10,8.333,0,50.667,44.667,1,1.333,2,6.667,51,83.333,5,24.467,585.333,0,15.138,32.484,112410.118,35550.683,91.171,1,0.00217533730418714,0.0107248132278337,7709898.02907717
