GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
5,Public School District,650801060000,WAYNE CENTRAL SCHOOL DISTRICT
5,Public School District,650901060000,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT
5,Public School District,650902040000,GANANDA CENTRAL SCHOOL DISTRICT
5,Public School District,651201060000,SODUS CENTRAL SCHOOL DISTRICT
5,Public School District,651402040000,WILLIAMSON CENTRAL SCHOOL DISTRICT
5,Public School District,651501060000,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT
5,Public School District,651503040000,RED CREEK CENTRAL SCHOOL DISTRICT
5,Public School District,660101030000,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT
5,Public School District,660102060000,BEDFORD CENTRAL SCHOOL DISTRICT
5,Public School District,660202030000,CROTON-HARMON UNION FREE SCHOOL DISTRICT
5,Public School District,660203060000,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT
5,Public School District,660301030000,EASTCHESTER UNION FREE SCHOOL DISTRICT
5,Public School District,660302030000,TUCKAHOE UNION FREE SCHOOL DISTRICT
5,Public School District,660303030000,BRONXVILLE UNION FREE SCHOOL DISTRICT
5,Public School District,660401030000,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS
5,Public School District,660402020000,IRVINGTON UNION FREE SCHOOL DISTRICT
5,Public School District,660403030000,DOBBS FERRY UNION FREE SCHOOL DISTRICT
5,Public School District,660404030000,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT
5,Public School District,660405030000,ARDSLEY UNION FREE SCHOOL DISTRICT
5,Public School District,660406030000,EDGEMONT UNION FREE SCHOOL DISTRICT
5,Public School District,660407060000,GREENBURGH CENTRAL SCHOOL DISTRICT
5,Public School District,660409020000,ELMSFORD UNION FREE SCHOOL DISTRICT
5,Public School District,660410020000,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT
5,Public School District,660411020000,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT
5,Public School District,660412020000,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT
5,Public School District,660413020000,ABBOTT UNION FREE SCHOOL DISTRICT
5,Public School District,660501060000,HARRISON CENTRAL SCHOOL DISTRICT
5,Public School District,660701030000,MAMARONECK UNION FREE SCHOOL DISTRICT
5,Public School District,660801060000,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT
5,Public School District,660802040000,POCANTICO HILLS CENTRAL SCHOOL DISTRICT
5,Public School District,660803020000,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT
5,Public School District,660804020000,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT
5,Public School District,660805030000,VALHALLA UNION FREE SCHOOL DISTRICT
5,Public School District,660806020000,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT
5,Public School District,660809030000,PLEASANTVILLE UNION FREE SCHOOL DISTRICT
5,Public School District,660900010000,MOUNT VERNON SCHOOL DISTRICT
5,Public School District,661004060000,CHAPPAQUA CENTRAL SCHOOL DISTRICT
5,Public School District,661100010000,NEW ROCHELLE CITY SCHOOL DISTRICT
5,Public School District,661201060000,BYRAM HILLS CENTRAL SCHOOL DISTRICT
5,Public School District,661301040000,NORTH SALEM CENTRAL SCHOOL DISTRICT
5,Public School District,661401030000,OSSINING UNION FREE SCHOOL DISTRICT
5,Public School District,661402020000,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT
5,Public School District,661500010000,PEEKSKILL CITY SCHOOL DISTRICT
5,Public School District,661601030000,PELHAM UNION FREE SCHOOL DISTRICT
5,Public School District,661800010000,RYE CITY SCHOOL DISTRICT
5,Public School District,661901030000,RYE NECK UNION FREE SCHOOL DISTRICT
5,Public School District,661904030000,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT
5,Public School District,661905020000,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT
5,Public School District,662001030000,SCARSDALE UNION FREE SCHOOL DISTRICT
5,Public School District,662101060000,SOMERS CENTRAL SCHOOL DISTRICT
5,Public School District,662200010000,WHITE PLAINS CITY SCHOOL DISTRICT
5,Public School District,662300010000,YONKERS CITY SCHOOL DISTRICT
5,Public School District,662401060000,LAKELAND CENTRAL SCHOOL DISTRICT
5,Public School District,662402060000,YORKTOWN CENTRAL SCHOOL DISTRICT
5,Public School District,670201060000,ATTICA CENTRAL SCHOOL DISTRICT
5,Public School District,670401040000,LETCHWORTH CENTRAL SCHOOL DISTRICT
5,Public School District,671002040000,WYOMING CENTRAL SCHOOL DISTRICT
5,Public School District,671201060000,PERRY CENTRAL SCHOOL DISTRICT
5,Public School District,671501040000,WARSAW CENTRAL SCHOOL DISTRICT
5,Public School District,680601060000,PENN YAN CENTRAL SCHOOL DISTRICT
5,Public School District,680801040000,DUNDEE CENTRAL SCHOOL DISTRICT
6,Public School,010100010014,MONTESSORI MAGNET SCHOOL
6,Public School,010100010016,PINE HILLS ELEMENTARY SCHOOL
6,Public School,010100010018,DELAWARE COMMUNITY SCHOOL
6,Public School,010100010019,NEW SCOTLAND ELEMENTARY SCHOOL
6,Public School,010100010020,NORTH ALBANY ACADEMY
6,Public School,010100010023,ALBANY SCHOOL OF HUMANITIES
6,Public School,010100010027,EAGLE POINT ELEMENTARY SCHOOL
6,Public School,010100010028,THOMAS S O'BRIEN ACADEMY OF SCIENCE & TECHNOLOGY
6,Public School,010100010029,GIFFEN MEMORIAL ELEMENTARY SCHOOL
6,Public School,010100010030,WILLIAM S HACKETT MIDDLE SCHOOL
6,Public School,010100010034,ALBANY HIGH SCHOOL
6,Public School,010100010039,ARBOR HILL ELEMENTARY SCHOOL
6,Public School,010100010043,PHILIP J SCHUYLER ACHIEVEMENT ACADEMY
6,Public School,010100010044,SHERIDAN PREPARATORY ACADEMY
6,Public School,010100010045,STEPHEN AND HARRIET MYERS MIDDLE SCHOOL
6,Public School,010100010046,WEST HILL MIDDLE SCHOOL
6,Public School,010100860829,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS
6,Public School,010100860830,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS
6,Public School,010100860867,KIPP TECH VALLEY CHARTER SCHOOL
6,Public School,010100860892,HENRY JOHNSON CHARTER SCHOOL
6,Public School,010100860899,ALBANY COMMUNITY CHARTER SCHOOL
6,Public School,010100860907,GREEN TECH HIGH CHARTER SCHOOL
6,Public School,010100860960,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS
6,Public School,010201040001,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL
6,Public School,010201040002,BERNE-KNOX-WESTERLO ELEMENTARY SCHOOL
6,Public School,010306060003,ELSMERE ELEMENTARY SCHOOL
6,Public School,010306060004,GLENMONT ELEMENTARY SCHOOL
6,Public School,010306060005,HAMAGRAEL ELEMENTARY SCHOOL
6,Public School,010306060006,SLINGERLANDS ELEMENTARY SCHOOL
6,Public School,010306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL
6,Public School,010306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL
6,Public School,010306060009,EAGLE ELEMENTARY SCHOOL
6,Public School,010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL
6,Public School,010402060002,ALBERTUS W BECKER SCHOOL
6,Public School,010402060003,PIETER B COEYMANS SCHOOL
6,Public School,010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL
6,Public School,010500010005,ABRAM LANSING SCHOOL
6,Public School,010500010006,VAN SCHAICK ISLAND SCHOOL
6,Public School,010500010007,COHOES HIGH SCHOOL
6,Public School,010500010008,COHOES MIDDLE SCHOOL
6,Public School,010500010009,HARMONY HILL SCHOOL
6,Public School,010601060003,ROESSLEVILLE SCHOOL
6,Public School,010601060005,SADDLEWOOD ELEMENTARY SCHOOL
6,Public School,010601060006,SHAKER ROAD ELEMENTARY SCHOOL
6,Public School,010601060008,COLONIE CENTRAL HIGH SCHOOL
6,Public School,010601060010,FOREST PARK ELEMENTARY SCHOOL
6,Public School,010601060011,VEEDER ELEMENTARY SCHOOL
6,Public School,010601060012,SAND CREEK MIDDLE SCHOOL
6,Public School,010601060013,LISHA KILL MIDDLE SCHOOL
6,Public School,010615020001,MENANDS SCHOOL
6,Public School,010623060002,BLUE CREEK SCHOOL
6,Public School,010623060003,BOGHT HILLS SCHOOL
6,Public School,010623060004,FORTS FERRY SCHOOL
6,Public School,010623060006,LATHAM RIDGE SCHOOL
6,Public School,010623060007,LOUDONVILLE SCHOOL
6,Public School,010623060008,SOUTHGATE SCHOOL
6,Public School,010623060009,SHAKER JUNIOR HIGH SCHOOL
6,Public School,010623060010,SHAKER HIGH SCHOOL
6,Public School,010701030001,HEATLY SCHOOL
6,Public School,010802060001,ALTAMONT ELEMENTARY SCHOOL
6,Public School,010802060003,GUILDERLAND ELEMENTARY SCHOOL
6,Public School,010802060004,WESTMERE ELEMENTARY SCHOOL
6,Public School,010802060005,GUILDERLAND HIGH SCHOOL
6,Public School,010802060007,LYNNWOOD ELEMENTARY SCHOOL
6,Public School,010802060008,FARNSWORTH MIDDLE SCHOOL
6,Public School,010802060009,PINE BUSH ELEMENTARY SCHOOL
6,Public School,011003060001,VOORHEESVILLE ELEMENTARY SCHOOL
6,Public School,011003060002,CLAYTON A BOUTON HIGH SCHOOL
6,Public School,011003060003,VOORHEESVILLE MIDDLE SCHOOL
6,Public School,011200010002,WATERVLIET ELEMENTARY SCHOOL
6,Public School,011200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL
6,Public School,020101040001,ALFRED-ALMOND ELEMENTARY SCHOOL
6,Public School,020101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL
6,Public School,020601040001,ANDOVER SCHOOL
6,Public School,020702040001,GENESEE VALLEY CENTRAL SCHOOL
6,Public School,020801040001,BELFAST SCHOOL
6,Public School,021102040001,CANASERAGA SCHOOL
6,Public School,021601040004,FRIENDSHIP CENTRAL SCHOOL
6,Public School,022001040001,FILLMORE CENTRAL SCHOOL
6,Public School,022101040001,WHITESVILLE CENTRAL SCHOOL
6,Public School,022302040001,CUBA-RUSHFORD HIGH SCHOOL
6,Public School,022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL
6,Public School,022302040004,CUBA-RUSHFORD MIDDLE SCHOOL
6,Public School,022401040003,SCIO CENTRAL SCHOOL
6,Public School,022601060002,WELLSVILLE MIDDLE SCHOOL
6,Public School,022601060004,WELLSVILLE SENIOR HIGH SCHOOL
6,Public School,022601060005,WELLSVILLE ELEMENTARY SCHOOL
6,Public School,022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL
6,Public School,022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL
6,Public School,022902040003,BOLIVAR-RICHBURG PRE-K PROGRAM
6,Public School,030101060001,CHENANGO FORKS ELEMENTARY SCHOOL
6,Public School,030101060003,CHENANGO FORKS HIGH SCHOOL
6,Public School,030101060004,CHENANGO FORKS MIDDLE SCHOOL
6,Public School,030200010002,CALVIN COOLIDGE SCHOOL
6,Public School,030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL
6,Public School,030200010008,THOMAS JEFFERSON SCHOOL
6,Public School,030200010011,MACARTHUR SCHOOL
6,Public School,030200010012,THEODORE ROOSEVELT SCHOOL
6,Public School,030200010014,WOODROW WILSON SCHOOL
6,Public School,030200010015,EAST MIDDLE SCHOOL
6,Public School,030200010016,WEST MIDDLE SCHOOL
6,Public School,030200010021,BINGHAMTON HIGH SCHOOL
6,Public School,030200010022,HORACE MANN SCHOOL
6,Public School,030501040001,W A OLMSTED ELEMENTARY SCHOOL
6,Public School,030501040003,HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL
6,Public School,030601060001,BROOKSIDE ELEMENTARY SCHOOL
6,Public School,030601060004,F P DONNELLY SCHOOL
6,Public School,030601060005,RICHARD T STANK MIDDLE SCHOOL
6,Public School,030601060006,SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL
6,Public School,030701060001,CHENANGO VALLEY HIGH SCHOOL
6,Public School,030701060003,CHENANGO BRIDGE ELEMENTARY SCHOOL
6,Public School,030701060004,PORT DICKINSON ELEMENTARY SCHOOL
6,Public School,030701060005,CHENANGO VALLEY MIDDLE SCHOOL
6,Public School,031101060003,HOMER BRINK SCHOOL
6,Public School,031101060004,MAINE MEMORIAL SCHOOL
6,Public School,031101060005,MAINE-ENDWELL MIDDLE SCHOOL
6,Public School,031101060006,MAINE-ENDWELL SENIOR HIGH SCHOOL
6,Public School,031301040002,DEPOSIT ELEMENTARY SCHOOL
6,Public School,031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL
6,Public School,031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY
6,Public School,031401060004,WHITNEY POINT SENIOR HIGH SCHOOL
6,Public School,031401060005,CARYL E ADAMS PRIMARY SCHOOL
6,Public School,031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL
6,Public School,031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL
6,Public School,031501060009,JENNIE F SNAPP MIDDLE SCHOOL
6,Public School,031501060012,UNION-ENDICOTT HIGH SCHOOL
6,Public School,031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL
6,Public School,031501060014,ANN G MCGUINNESS ELEMENTAR SCHOOL
6,Public School,031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL
6,Public School,031502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL
6,Public School,031502060005,JOHNSON CITY MIDDLE SCHOOL
6,Public School,031502060006,JOHNSON CITY SENIOR HIGH SCHOOL
6,Public School,031601060021,AFRICAN ROAD ELEMENTARY SCHOOL
6,Public School,031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL
6,Public School,031601060023,GLENWOOD ELEMENTARY SCHOOL
6,Public School,031601060026,TIOGA HILLS ELEMENTARY SCHOOL
6,Public School,031601060028,VESTAL HILLS ELEMENTARY SCHOOL
6,Public School,031601060041,VESTAL MIDDLE SCHOOL
6,Public School,031601060051,VESTAL SENIOR HIGH SCHOOL
6,Public School,031701060002,FLOYD BELL ELEMENTARY SCHOOL
6,Public School,031701060003,C R WEEKS ELEMENTARY SCHOOL
6,Public School,031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL
6,Public School,031701060007,WINDSOR CENTRAL HIGH SCHOOL
6,Public School,040204040001,WEST VALLEY CENTRAL SCHOOL
6,Public School,040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL
6,Public School,040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL
6,Public School,040302060004,ALLEGANY-LIMESTONE MIDDLE SCHOOL
6,Public School,040901040001,ELLICOTTVILLE ELEMENTARY SCHOOL
6,Public School,040901040002,ELLICOTTVILLE MIDDLE SCHOOL HIGH SCHOOL
6,Public School,041101040002,FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL
6,Public School,041101040003,FRANKLINVILLE ELEMENTARY SCHOOL
6,Public School,041401040001,HINSDALE CENTRAL SCHOOL
6,Public School,042302040002,CATTARAUGUS-LITTLE VALLEY ELEMENTARY SCHOOL
6,Public School,042302040003,CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL
6,Public School,042302040004,CATTARAUGUS-LITTLE VALLEY MIDDLE SCHOOL
6,Public School,042400010002,WASHINGTON WEST ELEMENTARY SCHOOL
6,Public School,042400010004,EAST VIEW ELEMENTARY SCHOOL
6,Public School,042400010013,OLEAN SENIOR HIGH SCHOOL
6,Public School,042400010016,OLEAN INTERMEDIATE-MIDDLE SCHOOL
6,Public School,042801060001,GOWANDA ELEMENTARY SCHOOL
6,Public School,042801060005,GOWANDA MIDDLE SCHOOL
6,Public School,042801060006,GOWANDA HIGH SCHOOL
6,Public School,042901040001,PORTVILLE ELEMENTARY SCHOOL
6,Public School,042901040002,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL
6,Public School,043001040002,RANDOLPH SENIOR HIGH SCHOOL
6,Public School,043001040003,G N CHAPMAN ELEMENTARY SCHOOL
6,Public School,043011020001,RANDOLPH ACADEMY
6,Public School,043011020002,RANDOLPH ACADEMYHAMBURG CAMPUS
6,Public School,043200050002,SALAMANCA JUNIOR/SENIOR HIGH SCHOOL
6,Public School,043200050004,PROSPECT ELEMENTARY SCHOOL
6,Public School,043200050005,SENECA ELEMENTARY SCHOOL
6,Public School,043501060001,DELEVAN ELEMENTARY SCHOOL
6,Public School,043501060004,PIONEER MIDDLE SCHOOL
6,Public School,043501060005,ARCADE ELEMENTARY SCHOOL
6,Public School,043501060006,PIONEER SENIOR HIGH SCHOOL
6,Public School,050100010002,CASEY PARK ELEMENTARY SCHOOL
6,Public School,050100010004,GENESEE STREET ELEMENTARY SCHOOL
6,Public School,050100010005,HERMAN AVENUE ELEMENTARY SCHOOL
6,Public School,050100010007,OWASCO ELEMENTARY SCHOOL
6,Public School,050100010008,WILLIAM H SEWARD ELEMENTARY SCHOOL
6,Public School,050100010009,AUBURN JUNIOR HIGH SCHOOL
6,Public School,050100010013,AUBURN HIGH SCHOOL
6,Public School,050301040002,WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL
6,Public School,050301040003,WEEDSPORT ELEMENTARY SCHOOL
6,Public School,050401040001,CATO-MERIDIAN ELEMENTARY SCHOOL
6,Public School,050401040002,CATO-MERIDIAN MIDDLE SCHOOL
6,Public School,050401040003,CATO-MERIDIAN SENIOR HIGH SCHOOL
6,Public School,050701040005,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL
6,Public School,050701040007,SOUTHERN CAYUGA ELEMENTARY SCHOOL
6,Public School,051101040001,A A GATES ELEMENTARY SCHOOL
6,Public School,051101040004,PORT BYRON SENIOR HIGH SCHOOL
6,Public School,051301040001,MILLARD FILLMORE ELEMENTARY SCHOOL
6,Public School,051301040003,MORAVIA JUNIOR-SENIOR HIGH SCHOOL
6,Public School,051901040002,ANDREW J SMITH ELEMENTARY SCHOOL
6,Public School,051901040003,CAYUGA ELEMENTARY SCHOOL
6,Public School,051901040005,UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL
6,Public School,051901040006,UNION SPRINGS MIDDLE SCHOOL
6,Public School,060201060003,SOUTHWESTERN SENIOR HIGH SCHOOL
6,Public School,060201060006,SOUTHWESTERN MIDDLE SCHOOL
6,Public School,060201060007,SOUTHWESTERN ELEMENTARY SCHOOL
6,Public School,060301040002,ROBERT H JACKSON ELEMENTARY SCHOOL
6,Public School,060301040004,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL
6,Public School,060401040003,SINCLAIRVILLE ELEMENTARY SCHOOL
6,Public School,060401040006,CASSADAGA VALLEY MIDDLE/HIGH SCHOOL
6,Public School,060503040001,CHAUTAUQUA LAKE SECONDARY SCHOOL
6,Public School,060503040002,CHAUTAUQUA LAKE ELEMENTARY SCHOOL
6,Public School,060601040002,PINE VALLEY ELEMENTARY SCHOOL
6,Public School,060601040003,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL
6,Public School,060701040003,CLYMER CENTRAL SCHOOL
6,Public School,060800010003,SCHOOL 3
6,Public School,060800010004,SCHOOL 4
6,Public School,060800010005,SCHOOL 5
6,Public School,060800010007,SCHOOL 7
6,Public School,060800010009,DUNKIRK SENIOR HIGH SCHOOL
6,Public School,060800010010,DUNKIRK MIDDLE SCHOOL
6,Public School,061001040001,BEMUS POINT ELEMENTARY SCHOOL
6,Public School,061001040005,MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL
6,Public School,061101040001,HARVEY C FENNER ELEMENTARY SCHOOL
6,Public School,061101040007,FALCONER MIDDLE/HIGH SCHOOL
6,Public School,061101040009,PAUL B D TEMPLE ELEMENTARY SCHOOL
6,Public School,061501040001,SILVER CREEK HIGH SCHOOL
6,Public School,061501040002,SILVER CREEK MIDDLE SCHOOL
6,Public School,061501040003,SILVER CREEK ELEMENTARY SCHOOL
6,Public School,061503040002,FORESTVILLE ELEMENTARY SCHOOL
6,Public School,061503040003,FORESTVILLE CENTRAL HIGH SCHOOL
6,Public School,061601040001,PANAMA HIGH SCHOOL
6,Public School,061601040003,PANAMA K-6 SCHOOL
6,Public School,061700010001,CARLYLE C RING ELEMENTARY SCHOOL
6,Public School,061700010003,CLINTON V BUSH ELEMENTARY SCHOOL
6,Public School,061700010006,PERSELL MIDDLE SCHOOL
6,Public School,061700010007,MILTON J FLETCHER ELEMENTARY SCHOOL
6,Public School,061700010009,SAMUEL G LOVE ELEMENTARY SCHOOL
6,Public School,061700010010,THOMAS JEFFERSON MIDDLE SCHOOL
6,Public School,061700010011,ABRAHAM LINCOLN ELEMENTARY SCHOOL
6,Public School,061700010012,GEORGE WASHINGTON MIDDLE SCHOOL
6,Public School,061700010013,JAMESTOWN HIGH SCHOOL
6,Public School,062201060001,FREDONIA ELEMENTARY SCHOOL
6,Public School,062201060002,FREDONIA MIDDLE SCHOOL
6,Public School,062201060003,FREDONIA HIGH SCHOOL
6,Public School,062301040002,BROCTON ELEMENTARY SCHOOL
6,Public School,062301040003,BROCTON MIDDLE HIGH SCHOOL
6,Public School,062401040001,RIPLEY CENTRAL SCHOOL
6,Public School,062601040002,SHERMAN ELEMENTARY SCHOOL
6,Public School,062601040003,SHERMAN HIGH SCHOOL
6,Public School,062901040001,WESTFIELD ELEMENTARY SCHOOL
6,Public School,062901040002,WESTFIELD HIGH SCHOOL
6,Public School,062901040004,WESTFIELD MIDDLE SCHOOL
6,Public School,070600010006,DIVEN SCHOOL
6,Public School,070600010007,FASSETT ELEMENTARY SCHOOL
6,Public School,070600010010,HENDY AVENUE SCHOOL
6,Public School,070600010013,PARLEY COBURN SCHOOL
6,Public School,070600010014,PINE CITY SCHOOL
6,Public School,070600010015,RIVERSIDE SCHOOL
6,Public School,070600010016,THOMAS K BEECHER SCHOOL
6,Public School,070600010019,BROADWAY ACADEMY
6,Public School,070600010020,ELMIRA HIGH SCHOOL
6,Public School,070600010021,ERNIE DAVIS ACADEMY
6,Public School,070600010022,BROADWAY ELEMENTARY SCHOOL
6,Public School,070600861078,FINN ACADEMY-AN ELMIRA CHARTER SCHOO
6,Public School,070901060003,CENTER STREET SCHOOL
6,Public School,070901060004,RIDGE ROAD SCHOOL
6,Public School,070901060005,BIG FLATS SCHOOL
6,Public School,070901060007,HORSEHEADS SENIOR HIGH SCHOOL
6,Public School,070901060009,GARDNER ROAD ELEMENTARY SCHOOL
6,Public School,070901060010,HORSEHEADS MIDDLE SCHOOL
6,Public School,070901060011,HORSEHEADS INTERMEDIATE SCHOOL
6,Public School,070902060002,THOMAS A EDISON HIGH SCHOOL
6,Public School,070902060004,COHEN MIDDLE SCHOOL
6,Public School,070902060006,COHEN ELEMENTARY SCHOOL
6,Public School,080101040002,AFTON ELEMENTARY SCHOOL
6,Public School,080101040003,AFTON JUNIOR/SENIOR HIGH SCHOOL
6,Public School,080201040001,BAINBRIDGE-GUILFORD HIGH SCHOOL
6,Public School,080201040002,GREENLAWN ELEMENTARY SCHOOL
6,Public School,080201040003,GUILFORD ELEMENTARY SCHOOL
6,Public School,080601040001,GREENE PRIMARY SCHOOL
6,Public School,080601040002,GREENE INTERMEDIATE SCHOOL
6,Public School,080601040003,GREENE HIGH SCHOOL
6,Public School,080601040004,GREENE MIDDLE SCHOOL
6,Public School,081003040003,UNADILLA VALLEY SECONDARY SCHOOL
6,Public School,081003040006,UNADILLA VALLEY ELEMENTARY SCHOOL
6,Public School,081200050001,PERRY BROWNE INTERMEDIATE SCHOOL
6,Public School,081200050002,STANFORD J GIBSON PRIMARY SCHOOL
6,Public School,081200050003,NORWICH MIDDLE SCHOOL
6,Public School,081200050004,NORWICH HIGH SCHOOL
6,Public School,081401040001,OTSELIC VALLEY CENTRAL SCHOOL
6,Public School,081501040001,OXFORD ACADEMY MIDDLE SCHOOL
6,Public School,081501040002,OXFORD ACADEMY HIGH SCHOOL
6,Public School,081501040003,OXFORD ACADEMY PRIMARY SCHOOL
6,Public School,082001040002,SHERBURNE-EARLVILLE ELEMENTARY SCHOOL
6,Public School,082001040003,SHERBURNE-EARLVILLE MIDDLE SCHOOL
6,Public School,082001040004,SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL
6,Public School,090201040001,KEESVILLE PRIMARY SCHOOL
6,Public School,090201040002,AUSABLE VALLEY HIGH SCHOOL
6,Public School,090201040004,AUSABLE FORKS ELEMENTARY SCHOOL
6,Public School,090201040005,AUSABLE VALLEY MIDDLE SCHOOL
6,Public School,090301060001,BEEKMANTOWN ELEMENTARY SCHOOL
6,Public School,090301060003,CUMBERLAND HEAD ELEMENTARY SCHOOL
6,Public School,090301060005,BEEKMANTOWN MIDDLE SCHOOL
6,Public School,090301060006,BEEKMANTOWN HIGH SCHOOL
6,Public School,090501040002,NORTHEASTERN CLINTON SENIOR HIGH SCHOOL
6,Public School,090501040003,ROUSES POINT ELEMENTARY SCHOOL
6,Public School,090501040006,MOOERS ELEMENTARY SCHOOL
6,Public School,090501040007,NORTHEASTERN CLINTON MIDDLE SCHOOL
6,Public School,090601020001,CHAZY CENTRAL RURAL ELEMENTARY SCHOOL
6,Public School,090601020002,CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL
6,Public School,090901040001,NORTHERN ADIRONDACK ELEMENTARY SCHOOL
6,Public School,090901040002,NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL
6,Public School,091101060004,PERU ELEMENTARY SCHOOL
6,Public School,091101060005,PERU JR/SR HIGH SCHOOL
6,Public School,091200010001,BAILEY AVENUE SCHOOL
6,Public School,091200010003,ARTHUR P MOMOT ELEMENTARY SCHOOL
6,Public School,091200010004,OAK STREET SCHOOL
6,Public School,091200010005,STAFFORD MIDDLE SCHOOL
6,Public School,091200010006,PLATTSBURGH SENIOR HIGH SCHOOL
6,Public School,091402060002,MORRISONVILLE ELEMENTARY SCHOOL
6,Public School,091402060004,SARANAC ELEMENTARY SCHOOL
6,Public School,091402060005,SARANAC HIGH SCHOOL
6,Public School,091402060007,SARANAC MIDDLE SCHOOL
6,Public School,100308020001,BERKSHIRE JUNIOR-SENIOR HIGH SCHOOL
6,Public School,100308020002,COLUMBIA-GREENE PARTNERSHIP ACADEMY-THE BRIDGE
6,Public School,100501040003,TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL
6,Public School,100501040006,TACONIC HILLS ELEMENTARY SCHOOL
6,Public School,100902040003,GERMANTOWN ELEMENTARY SCHOOL
6,Public School,100902040004,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL
6,Public School,101001040001,MARY E DARDESS ELEMENTARY SCHOOL
6,Public School,101001040002,CHATHAM HIGH SCHOOL
6,Public School,101001040006,CHATHAM MIDDLE SCHOOL
6,Public School,101300010001,HUDSON JUNIOR/SENIOR HIGH SCHOOL
6,Public School,101300010002,JOHN L EDWARDS PRIMARY SCHOOL
6,Public School,101300010003,MONTGOMERY C SMITH INTERMEDIATE SCHOOL
6,Public School,101401040004,ICHABOD CRANE PRIMARY SCHOOL
6,Public School,101401040005,ICHABOD CRANE SENIOR HIGH SCHOOL
6,Public School,101401040006,ICHABOD CRANE MIDDLE SCHOOL
6,Public School,101401040007,ICHABOD CRANE ELEMENTARY SCHOOL
6,Public School,101601040002,WALTER B HOWARD ELEMENTARY SCHOOL
6,Public School,101601040003,NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL
6,Public School,110101040001,CINCINNATUS ELEMENTARY SCHOOL
6,Public School,110101040002,CINCINNATUS HIGH SCHOOL
6,Public School,110101040003,CINCINNATUS MIDDLE SCHOOL
6,Public School,110200010003,FRANKLYN S BARRY SCHOOL
